config_id,method,alpha,probe_budget_fraction,probe_budget_percentage,records,mean_total_pixels,mean_carrier_pixels,mean_used_pixels,mean_used_pixel_fraction,mean_used_pixel_percentage,mean_probe_budget_pixels,total_probe_budget_pixels,total_guessed_carrier_pixels,mean_guessed_carrier_pixels,mean_precision_hit_rate,mean_carrier_recall,mean_incremental_probe_pixels,mean_incremental_guessed_pixels,mean_incremental_precision_hit_rate,repeats,mean_sd_carrier_recall
suniward_alpha0p0025,SUNIWARD,0.0025,0.01,1.0,1000,262144.0,53.937,53.937,0.00020575332641601562,0.020575332641601562,2621.0,2621000,1034,1.5026,0.0005732926363983212,0.026346096066534565,1310.0,0.755,0.0005763358778625953,10,0.019971944520534735
suniward_alpha0p0025,SUNIWARD,0.0025,0.02,2.0,1000,262144.0,53.937,53.937,0.00020575332641601562,0.020575332641601562,5243.0,5243000,2499,2.9658,0.0005656685103948122,0.0520866704048863,2622.0,1.4632,0.0005580472921434019,10,0.028072391915378633
suniward_alpha0p0025,SUNIWARD,0.0025,0.05,5.0,1000,262144.0,53.937,53.937,0.00020575332641601562,0.020575332641601562,13107.0,13107000,6672,7.1212,0.0005433127336537727,0.12537452260437668,7864.0,4.155399999999999,0.0005284079348931841,10,0.040754453868809236
suniward_alpha0p0025,SUNIWARD,0.0025,0.1,10.0,1000,262144.0,53.937,53.937,0.00020575332641601562,0.020575332641601562,26214.0,26214000,12776,13.2201,0.000504314488441291,0.23415083890855634,13107.0,6.0988999999999995,0.00046531624322880907,10,0.05112330377048811
suniward_alpha0p0025,SUNIWARD,0.0025,0.2,20.0,1000,262144.0,53.937,53.937,0.00020575332641601562,0.020575332641601562,52429.0,52429000,22673,23.1238,0.00044104980068282825,0.4135848275962537,26215.0,9.903699999999999,0.0003777875262254434,10,0.05839263963810212
suniward_alpha0p0025,SUNIWARD,0.0025,0.3,30.0,1000,262144.0,53.937,53.937,0.00020575332641601562,0.020575332641601562,78643.0,78643000,30306,30.7722,0.00039128975242551785,0.5548752927049251,26214.0,7.6484,0.0002917677576867322,10,0.057037628204727006
suniward_alpha0p0025,SUNIWARD,0.0025,0.4,40.0,1000,262144.0,53.937,53.937,0.00020575332641601562,0.020575332641601562,104858.0,104858000,36419,36.867,0.00035158976902096174,0.669281463754018,26215.0,6.0948,0.00023249284760633226,10,0.052555000081481784
suniward_alpha0p0025,SUNIWARD,0.0025,0.5,50.0,1000,262144.0,53.937,53.937,0.00020575332641601562,0.020575332641601562,131072.0,131072000,41236,41.689800000000005,0.0003180679321289063,0.7609756106041694,26214.0,4.8228,0.00018397802700846876,10,0.047006973453838356
suniward_alpha0p005,SUNIWARD,0.005,0.005,0.5,1000,262144.0,115.952,115.952,0.00044232177734375,0.044232177734375,1311.0,1311000,1117,1.5667,0.0011950419527078566,0.012788439363926232,1311.0,1.5667,0.0011950419527078566,10,0.009703565704808839
suniward_alpha0p005,SUNIWARD,0.005,0.01,1.0,1000,262144.0,115.952,115.952,0.00044232177734375,0.044232177734375,2621.0,2621000,2668,3.1161,0.0011888973674170163,0.025434968228299725,1310.0,1.5494,0.0011827480916030532,10,0.013492425931812256
